fqdn_no,label
fqdn_4202,0
fqdn_4203,3
fqdn_4204,0
fqdn_4205,2
fqdn_4206,3
fqdn_4207,2
fqdn_4208,2
fqdn_4209,2
fqdn_4210,3
fqdn_4211,3
fqdn_4212,2
fqdn_4213,2
fqdn_4214,4
fqdn_4215,2
fqdn_4216,2
fqdn_4217,3
fqdn_4218,1
fqdn_4219,3
fqdn_4220,2
fqdn_4221,2
fqdn_4222,2
fqdn_4223,3
fqdn_4224,1
fqdn_4225,0
fqdn_4226,2
fqdn_4227,3
fqdn_4228,2
fqdn_4229,2
fqdn_4230,2
fqdn_4231,1
fqdn_4232,2
fqdn_4233,3
fqdn_4234,2
fqdn_4235,0
fqdn_4236,2
fqdn_4237,1
fqdn_4238,2
fqdn_4239,2
fqdn_4240,2
fqdn_4241,1
fqdn_4242,2
fqdn_4243,3
fqdn_4244,1
fqdn_4245,2
fqdn_4246,2
fqdn_4247,2
fqdn_4248,2
fqdn_4249,2
fqdn_4250,1
fqdn_4251,3
fqdn_4252,2
fqdn_4253,2
fqdn_4254,0
fqdn_4255,1
fqdn_4256,2
fqdn_4257,2
fqdn_4258,2
fqdn_4259,1
fqdn_4260,2
fqdn_4261,2
fqdn_4262,2
fqdn_4263,2
fqdn_4264,2
fqdn_4265,2
fqdn_4266,1
fqdn_4267,1
fqdn_4268,0
fqdn_4269,3
fqdn_4270,3
fqdn_4271,2
fqdn_4272,1
fqdn_4273,2
fqdn_4274,2
fqdn_4275,2
fqdn_4276,1
fqdn_4277,2
fqdn_4278,1
fqdn_4279,1
fqdn_4280,2
fqdn_4281,1
fqdn_4282,2
fqdn_4283,2
fqdn_4284,2
fqdn_4285,2
fqdn_4286,1
fqdn_4287,2
fqdn_4288,2
fqdn_4289,1
fqdn_4290,1
fqdn_4291,4
fqdn_4292,3
fqdn_4293,2
fqdn_4294,3
fqdn_4295,2
fqdn_4296,3
fqdn_4297,3
fqdn_4298,2
fqdn_4299,1
fqdn_4300,1
fqdn_4301,3
fqdn_4302,3
fqdn_4303,1
fqdn_4304,2
fqdn_4305,2
fqdn_4306,0
fqdn_4307,1
fqdn_4308,1
fqdn_4309,2
fqdn_4310,3
fqdn_4311,2
fqdn_4312,2
fqdn_4313,1
fqdn_4314,2
fqdn_4315,0
fqdn_4316,3
fqdn_4317,2
fqdn_4318,2
fqdn_4319,2
fqdn_4320,0
fqdn_4321,2
fqdn_4322,2
fqdn_4323,2
fqdn_4324,2
fqdn_4325,1
fqdn_4326,2
fqdn_4327,1
fqdn_4328,2
fqdn_4329,1
fqdn_4330,2
fqdn_4331,0
fqdn_4332,2
fqdn_4333,2
fqdn_4334,0
fqdn_4335,0
fqdn_4336,1
fqdn_4337,2
fqdn_4338,2
fqdn_4339,2
fqdn_4340,2
fqdn_4341,1
fqdn_4342,3
fqdn_4343,2
fqdn_4344,2
fqdn_4345,3
fqdn_4346,0
fqdn_4347,1
fqdn_4348,2
fqdn_4349,2
fqdn_4350,2
fqdn_4351,1
fqdn_4352,2
fqdn_4353,3
fqdn_4354,0
fqdn_4355,2
fqdn_4356,3
fqdn_4357,2
fqdn_4358,3
fqdn_4359,2
fqdn_4360,2
fqdn_4361,2
fqdn_4362,3
fqdn_4363,3
fqdn_4364,2
fqdn_4365,2
fqdn_4366,2
fqdn_4367,1
fqdn_4368,2
fqdn_4369,2
fqdn_4370,1
fqdn_4371,0
fqdn_4372,2
fqdn_4373,2
fqdn_4374,2
fqdn_4375,3
fqdn_4376,0
fqdn_4377,1
fqdn_4378,2
fqdn_4379,2
fqdn_4380,1
fqdn_4381,2
fqdn_4382,2
fqdn_4383,1
fqdn_4384,2
fqdn_4385,2
fqdn_4386,2
fqdn_4387,2
fqdn_4388,1
fqdn_4389,3
fqdn_4390,3
fqdn_4391,3
fqdn_4392,1
fqdn_4393,0
fqdn_4394,2
fqdn_4395,2
fqdn_4396,2
fqdn_4397,2
fqdn_4398,3
fqdn_4399,2
fqdn_4400,1
fqdn_4401,1
fqdn_4402,1
fqdn_4403,1
fqdn_4404,3
fqdn_4405,3
fqdn_4406,1
fqdn_4407,3
fqdn_4408,1
fqdn_4409,3
fqdn_4410,1
fqdn_4411,2
fqdn_4412,2
fqdn_4413,0
fqdn_4414,3
fqdn_4415,1
fqdn_4416,2
fqdn_4417,3
fqdn_4418,3
fqdn_4419,3
fqdn_4420,2
fqdn_4421,1
fqdn_4422,4
fqdn_4423,1
fqdn_4424,2
fqdn_4425,3
fqdn_4426,3
fqdn_4427,2
fqdn_4428,1
fqdn_4429,2
fqdn_4430,0
fqdn_4431,2
fqdn_4432,2
fqdn_4433,2
fqdn_4434,1
fqdn_4435,1
fqdn_4436,2
fqdn_4437,2
fqdn_4438,1
fqdn_4439,2
fqdn_4440,3
fqdn_4441,3
fqdn_4442,2
fqdn_4443,3
fqdn_4444,3
fqdn_4445,2
fqdn_4446,2
fqdn_4447,1
fqdn_4448,3
fqdn_4449,1
fqdn_4450,1
fqdn_4451,2
fqdn_4452,1
fqdn_4453,3
fqdn_4454,3
fqdn_4455,3
fqdn_4456,2
fqdn_4457,1
fqdn_4458,1
fqdn_4459,2
fqdn_4460,2
fqdn_4461,2
fqdn_4462,3
fqdn_4463,2
fqdn_4464,3
fqdn_4465,2
fqdn_4466,2
fqdn_4467,2
fqdn_4468,2
fqdn_4469,2
fqdn_4470,2
fqdn_4471,1
fqdn_4472,2
fqdn_4473,4
fqdn_4474,1
fqdn_4475,1
fqdn_4476,3
fqdn_4477,2
fqdn_4478,2
fqdn_4479,2
fqdn_4480,3
fqdn_4481,1
fqdn_4482,1
fqdn_4483,3
fqdn_4484,0
fqdn_4485,2
fqdn_4486,2
fqdn_4487,2
fqdn_4488,1
fqdn_4489,3
fqdn_4490,3
fqdn_4491,2
fqdn_4492,2
fqdn_4493,2
fqdn_4494,0
fqdn_4495,4
fqdn_4496,2
fqdn_4497,2
fqdn_4498,4
fqdn_4499,2
fqdn_4500,0
fqdn_4501,2
fqdn_4502,2
fqdn_4503,2
fqdn_4504,3
fqdn_4505,1
fqdn_4506,2
fqdn_4507,1
fqdn_4508,2
fqdn_4509,2
fqdn_4510,2
fqdn_4511,3
fqdn_4512,3
fqdn_4513,1
fqdn_4514,1
fqdn_4515,2
fqdn_4516,3
fqdn_4517,3
fqdn_4518,1
fqdn_4519,2
fqdn_4520,1
fqdn_4521,2
fqdn_4522,1
fqdn_4523,2
fqdn_4524,2
fqdn_4525,1
fqdn_4526,1
fqdn_4527,1
fqdn_4528,2
fqdn_4529,2
fqdn_4530,2
fqdn_4531,2
fqdn_4532,1
fqdn_4533,1
fqdn_4534,2
fqdn_4535,2
fqdn_4536,1
fqdn_4537,2
fqdn_4538,1
fqdn_4539,1
fqdn_4540,1
fqdn_4541,2
fqdn_4542,1
fqdn_4543,2
fqdn_4544,3
fqdn_4545,1
fqdn_4546,0
fqdn_4547,2
fqdn_4548,1
fqdn_4549,2
fqdn_4550,1
fqdn_4551,2
fqdn_4552,1
fqdn_4553,2
fqdn_4554,2
fqdn_4555,3
fqdn_4556,2
fqdn_4557,2
fqdn_4558,2
fqdn_4559,2
fqdn_4560,0
fqdn_4561,2
fqdn_4562,2
fqdn_4563,1
fqdn_4564,3
fqdn_4565,4
fqdn_4566,4
fqdn_4567,2
fqdn_4568,2
fqdn_4569,2
fqdn_4570,2
fqdn_4571,2
fqdn_4572,1
fqdn_4573,1
fqdn_4574,2
fqdn_4575,2
fqdn_4576,2
fqdn_4577,2
fqdn_4578,2
fqdn_4579,1
fqdn_4580,2
fqdn_4581,1
fqdn_4582,2
fqdn_4583,2
fqdn_4584,2
fqdn_4585,3
fqdn_4586,1
fqdn_4587,2
fqdn_4588,1
fqdn_4589,2
fqdn_4590,2
fqdn_4591,2
fqdn_4592,3
fqdn_4593,2
fqdn_4594,1
fqdn_4595,3
fqdn_4596,1
fqdn_4597,2
fqdn_4598,1
fqdn_4599,4
fqdn_4600,0
fqdn_4601,1
fqdn_4602,2
fqdn_4603,1
fqdn_4604,2
fqdn_4605,2
fqdn_4606,2
fqdn_4607,1
fqdn_4608,1
fqdn_4609,2
fqdn_4610,2
fqdn_4611,0
fqdn_4612,3
fqdn_4613,0
fqdn_4614,3
fqdn_4615,2
fqdn_4616,2
fqdn_4617,1
fqdn_4618,1
fqdn_4619,1
fqdn_4620,2
fqdn_4621,1
fqdn_4622,1
fqdn_4623,2
fqdn_4624,1
fqdn_4625,1
fqdn_4626,2
fqdn_4627,2
fqdn_4628,2
fqdn_4629,2
fqdn_4630,1
fqdn_4631,1
fqdn_4632,1
fqdn_4633,2
fqdn_4634,0
fqdn_4635,0
fqdn_4636,1
fqdn_4637,1
fqdn_4638,2
fqdn_4639,2
fqdn_4640,1
fqdn_4641,0
fqdn_4642,1
fqdn_4643,2
fqdn_4644,0
fqdn_4645,2
fqdn_4646,2
fqdn_4647,3
fqdn_4648,2
fqdn_4649,2
fqdn_4650,2
fqdn_4651,1
fqdn_4652,2
fqdn_4653,2
fqdn_4654,2
fqdn_4655,2
fqdn_4656,2
fqdn_4657,1
fqdn_4658,1
fqdn_4659,2
fqdn_4660,3
fqdn_4661,1
fqdn_4662,2
fqdn_4663,3
fqdn_4664,1
fqdn_4665,0
fqdn_4666,2
fqdn_4667,1
fqdn_4668,2
fqdn_4669,0
fqdn_4670,2
fqdn_4671,3
fqdn_4672,1
fqdn_4673,2
fqdn_4674,2
fqdn_4675,2
fqdn_4676,1
fqdn_4677,1
fqdn_4678,3
fqdn_4679,0
fqdn_4680,3
fqdn_4681,1
fqdn_4682,2
fqdn_4683,2
fqdn_4684,2
fqdn_4685,3
fqdn_4686,2
fqdn_4687,2
fqdn_4688,2
fqdn_4689,1
fqdn_4690,2
fqdn_4691,2
fqdn_4692,2
fqdn_4693,2
fqdn_4694,4
fqdn_4695,3
fqdn_4696,1
fqdn_4697,3
fqdn_4698,1
fqdn_4699,2
fqdn_4700,2
fqdn_4701,3
fqdn_4702,1
fqdn_4703,2
fqdn_4704,2
fqdn_4705,2
fqdn_4706,2
fqdn_4707,1
fqdn_4708,2
fqdn_4709,1
fqdn_4710,2
fqdn_4711,3
fqdn_4712,1
fqdn_4713,2
fqdn_4714,2
fqdn_4715,1
fqdn_4716,3
fqdn_4717,2
fqdn_4718,2
fqdn_4719,2
fqdn_4720,1
fqdn_4721,3
fqdn_4722,2
fqdn_4723,2
fqdn_4724,2
fqdn_4725,1
fqdn_4726,1
fqdn_4727,1
fqdn_4728,2
fqdn_4729,2
fqdn_4730,2
fqdn_4731,3
fqdn_4732,2
fqdn_4733,0
fqdn_4734,2
fqdn_4735,2
fqdn_4736,2
fqdn_4737,1
fqdn_4738,2
fqdn_4739,2
fqdn_4740,2
fqdn_4741,1
fqdn_4742,2
fqdn_4743,3
fqdn_4744,4
fqdn_4745,2
fqdn_4746,3
fqdn_4747,2
fqdn_4748,1
fqdn_4749,2
fqdn_4750,2
fqdn_4751,2
fqdn_4752,2
fqdn_4753,1
fqdn_4754,0
fqdn_4755,1
fqdn_4756,3
fqdn_4757,2
fqdn_4758,2
fqdn_4759,2
fqdn_4760,3
fqdn_4761,3
fqdn_4762,2
fqdn_4763,2
fqdn_4764,2
fqdn_4765,2
fqdn_4766,3
fqdn_4767,3
fqdn_4768,1
fqdn_4769,1
fqdn_4770,1
fqdn_4771,2
fqdn_4772,1
fqdn_4773,2
fqdn_4774,2
fqdn_4775,2
fqdn_4776,2
fqdn_4777,3
fqdn_4778,3
fqdn_4779,3
fqdn_4780,0
fqdn_4781,2
fqdn_4782,2
fqdn_4783,3
fqdn_4784,1
fqdn_4785,2
fqdn_4786,2
fqdn_4787,2
fqdn_4788,2
fqdn_4789,1
fqdn_4790,3
fqdn_4791,2
fqdn_4792,2
fqdn_4793,1
fqdn_4794,3
fqdn_4795,2
fqdn_4796,2
fqdn_4797,2
fqdn_4798,2
fqdn_4799,2
fqdn_4800,1
fqdn_4801,2
fqdn_4802,2
fqdn_4803,1
fqdn_4804,1
fqdn_4805,3
fqdn_4806,2
fqdn_4807,3
fqdn_4808,0
fqdn_4809,1
fqdn_4810,1
fqdn_4811,3
fqdn_4812,1
fqdn_4813,2
fqdn_4814,2
fqdn_4815,2
fqdn_4816,2
fqdn_4817,1
fqdn_4818,1
fqdn_4819,1
fqdn_4820,2
fqdn_4821,1
fqdn_4822,2
fqdn_4823,2
fqdn_4824,1
fqdn_4825,2
fqdn_4826,1
fqdn_4827,2
fqdn_4828,2
fqdn_4829,0
fqdn_4830,1
fqdn_4831,1
fqdn_4832,3
fqdn_4833,3
fqdn_4834,1
fqdn_4835,2
fqdn_4836,2
fqdn_4837,1
fqdn_4838,2
fqdn_4839,2
fqdn_4840,2
fqdn_4841,2
fqdn_4842,3
fqdn_4843,1
fqdn_4844,3
fqdn_4845,2
fqdn_4846,1
fqdn_4847,1
fqdn_4848,1
fqdn_4849,1
fqdn_4850,3
fqdn_4851,2
fqdn_4852,1
fqdn_4853,4
fqdn_4854,1
fqdn_4855,3
fqdn_4856,2
fqdn_4857,2
fqdn_4858,2
fqdn_4859,2
fqdn_4860,3
fqdn_4861,2
fqdn_4862,2
fqdn_4863,0
fqdn_4864,0
fqdn_4865,1
fqdn_4866,3
fqdn_4867,2
fqdn_4868,2
fqdn_4869,2
fqdn_4870,2
fqdn_4871,2
fqdn_4872,2
fqdn_4873,1
fqdn_4874,2
fqdn_4875,1
fqdn_4876,2
fqdn_4877,3
fqdn_4878,1
fqdn_4879,1
fqdn_4880,3
fqdn_4881,1
fqdn_4882,2
fqdn_4883,3
fqdn_4884,2
fqdn_4885,1
fqdn_4886,3
fqdn_4887,3
fqdn_4888,2
fqdn_4889,2
fqdn_4890,2
fqdn_4891,2
fqdn_4892,2
fqdn_4893,2
fqdn_4894,2
fqdn_4895,2
fqdn_4896,2
fqdn_4897,2
fqdn_4898,3
fqdn_4899,3
fqdn_4900,1
fqdn_4901,1
fqdn_4902,2
fqdn_4903,4
fqdn_4904,2
fqdn_4905,2
fqdn_4906,2
fqdn_4907,2
fqdn_4908,0
fqdn_4909,2
fqdn_4910,2
fqdn_4911,3
fqdn_4912,2
fqdn_4913,1
fqdn_4914,1
fqdn_4915,3
fqdn_4916,2
fqdn_4917,2
fqdn_4918,3
fqdn_4919,0
fqdn_4920,1
fqdn_4921,1
fqdn_4922,1
fqdn_4923,0
fqdn_4924,3
fqdn_4925,0
fqdn_4926,2
fqdn_4927,2
fqdn_4928,1
fqdn_4929,2
fqdn_4930,3
fqdn_4931,3
fqdn_4932,2
fqdn_4933,2
fqdn_4934,2
fqdn_4935,3
fqdn_4936,2
fqdn_4937,1
fqdn_4938,2
fqdn_4939,2
fqdn_4940,2
fqdn_4941,2
fqdn_4942,3
fqdn_4943,2
fqdn_4944,3
fqdn_4945,1
fqdn_4946,2
fqdn_4947,2
fqdn_4948,2
fqdn_4949,1
fqdn_4950,0
fqdn_4951,1
fqdn_4952,1
fqdn_4953,0
fqdn_4954,2
fqdn_4955,3
fqdn_4956,1
fqdn_4957,3
fqdn_4958,2
fqdn_4959,3
fqdn_4960,2
fqdn_4961,1
fqdn_4962,3
fqdn_4963,2
fqdn_4964,2
fqdn_4965,0
fqdn_4966,1
fqdn_4967,1
fqdn_4968,3
fqdn_4969,3
fqdn_4970,1
fqdn_4971,3
fqdn_4972,3
fqdn_4973,2
fqdn_4974,1
fqdn_4975,2
fqdn_4976,2
fqdn_4977,2
fqdn_4978,2
fqdn_4979,2
fqdn_4980,3
fqdn_4981,3
fqdn_4982,2
fqdn_4983,3
fqdn_4984,2
fqdn_4985,1
fqdn_4986,2
fqdn_4987,1
fqdn_4988,3
fqdn_4989,0
fqdn_4990,0
fqdn_4991,4
fqdn_4992,2
fqdn_4993,2
fqdn_4994,2
fqdn_4995,0
fqdn_4996,2
fqdn_4997,2
fqdn_4998,4
fqdn_4999,0
fqdn_5000,2
fqdn_5001,2
fqdn_5002,1
fqdn_5003,3
fqdn_5004,0
fqdn_5005,2
fqdn_5006,1
fqdn_5007,1
fqdn_5008,2
fqdn_5009,2
fqdn_5010,2
fqdn_5011,1
fqdn_5012,2
fqdn_5013,1
fqdn_5014,2
fqdn_5015,2
fqdn_5016,1
fqdn_5017,1
fqdn_5018,2
fqdn_5019,0
fqdn_5020,2
fqdn_5021,2
fqdn_5022,0
fqdn_5023,2
fqdn_5024,3
fqdn_5025,1
fqdn_5026,2
fqdn_5027,1
fqdn_5028,3
fqdn_5029,2
fqdn_5030,2
fqdn_5031,2
fqdn_5032,2
fqdn_5033,1
fqdn_5034,3
fqdn_5035,2
fqdn_5036,2
fqdn_5037,3
fqdn_5038,2
fqdn_5039,2
fqdn_5040,3
fqdn_5041,3
fqdn_5042,1
fqdn_5043,3
fqdn_5044,2
fqdn_5045,3
fqdn_5046,2
fqdn_5047,1
fqdn_5048,2
fqdn_5049,0
fqdn_5050,1
fqdn_5051,1
fqdn_5052,2
fqdn_5053,0
fqdn_5054,2
fqdn_5055,0
fqdn_5056,2
fqdn_5057,1
fqdn_5058,3
fqdn_5059,2
fqdn_5060,2
fqdn_5061,0
fqdn_5062,0
fqdn_5063,2
fqdn_5064,1
fqdn_5065,1
fqdn_5066,2
fqdn_5067,1
fqdn_5068,3
fqdn_5069,2
fqdn_5070,3
fqdn_5071,3
fqdn_5072,2
fqdn_5073,1
fqdn_5074,1
fqdn_5075,3
fqdn_5076,3
fqdn_5077,3
fqdn_5078,3
fqdn_5079,2
fqdn_5080,2
fqdn_5081,2
fqdn_5082,2
fqdn_5083,2
fqdn_5084,2
fqdn_5085,2
fqdn_5086,3
fqdn_5087,1
fqdn_5088,2
fqdn_5089,1
fqdn_5090,3
fqdn_5091,2
fqdn_5092,2
fqdn_5093,3
fqdn_5094,2
fqdn_5095,2
fqdn_5096,1
fqdn_5097,3
fqdn_5098,2
fqdn_5099,2
fqdn_5100,3
fqdn_5101,0
fqdn_5102,3
fqdn_5103,2
fqdn_5104,1
fqdn_5105,0
fqdn_5106,1
fqdn_5107,1
fqdn_5108,2
fqdn_5109,2
fqdn_5110,2
fqdn_5111,2
fqdn_5112,3
fqdn_5113,2
fqdn_5114,2
fqdn_5115,2
fqdn_5116,2
fqdn_5117,2
fqdn_5118,1
fqdn_5119,2
fqdn_5120,0
fqdn_5121,2
fqdn_5122,3
fqdn_5123,0
fqdn_5124,1
fqdn_5125,3
fqdn_5126,2
fqdn_5127,2
fqdn_5128,1
fqdn_5129,2
fqdn_5130,1
fqdn_5131,2
fqdn_5132,3
fqdn_5133,3
fqdn_5134,2
fqdn_5135,2
fqdn_5136,2
fqdn_5137,0
fqdn_5138,0
fqdn_5139,2
fqdn_5140,2
fqdn_5141,2
fqdn_5142,2
fqdn_5143,0
fqdn_5144,0
fqdn_5145,2
fqdn_5146,1
fqdn_5147,2
fqdn_5148,0
fqdn_5149,2
fqdn_5150,2
fqdn_5151,0
fqdn_5152,1
fqdn_5153,3
fqdn_5154,1
fqdn_5155,2
fqdn_5156,1
fqdn_5157,2
fqdn_5158,2
fqdn_5159,2
fqdn_5160,3
fqdn_5161,1
fqdn_5162,2
fqdn_5163,1
fqdn_5164,2
fqdn_5165,2
fqdn_5166,3
fqdn_5167,2
fqdn_5168,0
fqdn_5169,0
fqdn_5170,3
fqdn_5171,2
fqdn_5172,2
fqdn_5173,2
fqdn_5174,1
fqdn_5175,3
fqdn_5176,2
fqdn_5177,2
fqdn_5178,1
fqdn_5179,2
fqdn_5180,2
fqdn_5181,2
fqdn_5182,3
fqdn_5183,2
fqdn_5184,2
fqdn_5185,2
fqdn_5186,2
fqdn_5187,2
fqdn_5188,2
fqdn_5189,1
fqdn_5190,2
fqdn_5191,3
fqdn_5192,1
fqdn_5193,2
fqdn_5194,3
fqdn_5195,1
fqdn_5196,2
fqdn_5197,0
fqdn_5198,2
fqdn_5199,1
fqdn_5200,2
fqdn_5201,1
fqdn_5202,2
fqdn_5203,1
fqdn_5204,1
fqdn_5205,2
fqdn_5206,2
fqdn_5207,2
fqdn_5208,0
fqdn_5209,1
fqdn_5210,2
fqdn_5211,3
fqdn_5212,2
fqdn_5213,2
fqdn_5214,3
fqdn_5215,3
fqdn_5216,1
fqdn_5217,3
fqdn_5218,2
fqdn_5219,2
fqdn_5220,2
fqdn_5221,1
fqdn_5222,1
fqdn_5223,1
fqdn_5224,1
fqdn_5225,1
fqdn_5226,1
fqdn_5227,2
fqdn_5228,3
fqdn_5229,1
fqdn_5230,1
fqdn_5231,1
fqdn_5232,1
fqdn_5233,2
fqdn_5234,2
fqdn_5235,2
fqdn_5236,2
fqdn_5237,3
fqdn_5238,1
fqdn_5239,2
fqdn_5240,2
fqdn_5241,2
fqdn_5242,3
fqdn_5243,1
fqdn_5244,3
fqdn_5245,2
fqdn_5246,4
fqdn_5247,1
fqdn_5248,1
fqdn_5249,1
fqdn_5250,1
fqdn_5251,0
fqdn_5252,3
fqdn_5253,2
fqdn_5254,2
fqdn_5255,2
fqdn_5256,0
fqdn_5257,2
fqdn_5258,2
fqdn_5259,2
fqdn_5260,1
fqdn_5261,2
fqdn_5262,2
fqdn_5263,1
fqdn_5264,2
fqdn_5265,2
fqdn_5266,1
fqdn_5267,3
fqdn_5268,1
fqdn_5269,2
fqdn_5270,3
fqdn_5271,2
fqdn_5272,2
fqdn_5273,3
fqdn_5274,1
fqdn_5275,2
fqdn_5276,0
fqdn_5277,1
fqdn_5278,2
fqdn_5279,2
fqdn_5280,2
fqdn_5281,2
fqdn_5282,2
fqdn_5283,2
fqdn_5284,1
fqdn_5285,2
fqdn_5286,3
fqdn_5287,2
fqdn_5288,1
fqdn_5289,3
fqdn_5290,2
fqdn_5291,3
fqdn_5292,0
fqdn_5293,2
fqdn_5294,3
fqdn_5295,2
fqdn_5296,2
fqdn_5297,2
fqdn_5298,2
fqdn_5299,1
fqdn_5300,0
fqdn_5301,2
fqdn_5302,1
fqdn_5303,3
fqdn_5304,2
fqdn_5305,0
fqdn_5306,3
fqdn_5307,2
fqdn_5308,3
fqdn_5309,3
fqdn_5310,3
fqdn_5311,2
fqdn_5312,2
fqdn_5313,1
fqdn_5314,3
fqdn_5315,2
fqdn_5316,2
fqdn_5317,3
fqdn_5318,2
fqdn_5319,2
fqdn_5320,2
fqdn_5321,2
fqdn_5322,2
fqdn_5323,1
fqdn_5324,1
fqdn_5325,3
fqdn_5326,0
fqdn_5327,2
fqdn_5328,2
fqdn_5329,0
fqdn_5330,1
fqdn_5331,2
fqdn_5332,3
fqdn_5333,1
fqdn_5334,2
fqdn_5335,1
fqdn_5336,2
fqdn_5337,1
fqdn_5338,1
fqdn_5339,2
fqdn_5340,1
fqdn_5341,2
fqdn_5342,2
fqdn_5343,1
fqdn_5344,0
fqdn_5345,2
fqdn_5346,3
fqdn_5347,3
fqdn_5348,2
fqdn_5349,3
fqdn_5350,2
fqdn_5351,2
fqdn_5352,2
fqdn_5353,2
fqdn_5354,2
fqdn_5355,2
fqdn_5356,1
fqdn_5357,2
fqdn_5358,2
fqdn_5359,2
fqdn_5360,2
fqdn_5361,1
fqdn_5362,2
fqdn_5363,3
fqdn_5364,2
fqdn_5365,2
fqdn_5366,2
fqdn_5367,2
fqdn_5368,2
fqdn_5369,3
fqdn_5370,1
fqdn_5371,2
fqdn_5372,2
fqdn_5373,2
fqdn_5374,2
fqdn_5375,1
fqdn_5376,2
fqdn_5377,2
fqdn_5378,3
fqdn_5379,2
fqdn_5380,1
fqdn_5381,1
fqdn_5382,1
fqdn_5383,1
fqdn_5384,2
fqdn_5385,2
fqdn_5386,1
fqdn_5387,1
fqdn_5388,3
fqdn_5389,1
fqdn_5390,0
fqdn_5391,1
fqdn_5392,3
fqdn_5393,2
fqdn_5394,2
fqdn_5395,1
fqdn_5396,1
fqdn_5397,1
fqdn_5398,1
fqdn_5399,1
fqdn_5400,2
fqdn_5401,0
fqdn_5402,1
fqdn_5403,2
fqdn_5404,2
fqdn_5405,1
fqdn_5406,2
fqdn_5407,1
fqdn_5408,3
fqdn_5409,1
fqdn_5410,2
fqdn_5411,3
fqdn_5412,0
fqdn_5413,2
fqdn_5414,2
fqdn_5415,3
fqdn_5416,2
fqdn_5417,1
fqdn_5418,2
fqdn_5419,2
fqdn_5420,3
fqdn_5421,0
fqdn_5422,3
fqdn_5423,3
fqdn_5424,3
fqdn_5425,1
fqdn_5426,1
fqdn_5427,2
fqdn_5428,1
fqdn_5429,3
fqdn_5430,3
fqdn_5431,2
fqdn_5432,2
fqdn_5433,1
fqdn_5434,2
fqdn_5435,3
fqdn_5436,1
fqdn_5437,1
fqdn_5438,1
fqdn_5439,3
fqdn_5440,2
fqdn_5441,3
fqdn_5442,2
fqdn_5443,0
fqdn_5444,2
fqdn_5445,2
fqdn_5446,2
fqdn_5447,3
fqdn_5448,2
fqdn_5449,2
fqdn_5450,1
fqdn_5451,3
fqdn_5452,1
fqdn_5453,2
fqdn_5454,2
fqdn_5455,2
fqdn_5456,2
fqdn_5457,1
fqdn_5458,3
fqdn_5459,2
fqdn_5460,2
fqdn_5461,1
fqdn_5462,3
fqdn_5463,4
fqdn_5464,2
fqdn_5465,2
fqdn_5466,3
fqdn_5467,2
fqdn_5468,2
fqdn_5469,0
fqdn_5470,2
fqdn_5471,2
fqdn_5472,2
fqdn_5473,1
fqdn_5474,2
fqdn_5475,2
fqdn_5476,2
fqdn_5477,1
fqdn_5478,0
fqdn_5479,3
fqdn_5480,0
fqdn_5481,2
fqdn_5482,2
fqdn_5483,4
fqdn_5484,1
fqdn_5485,2
fqdn_5486,1
fqdn_5487,1
fqdn_5488,2
fqdn_5489,3
fqdn_5490,2
fqdn_5491,1
fqdn_5492,2
fqdn_5493,0
fqdn_5494,1
fqdn_5495,3
fqdn_5496,2
fqdn_5497,2
fqdn_5498,2
fqdn_5499,1
fqdn_5500,0
fqdn_5501,2
fqdn_5502,1
fqdn_5503,0
fqdn_5504,2
fqdn_5505,1
fqdn_5506,3
fqdn_5507,2
fqdn_5508,3
fqdn_5509,3
fqdn_5510,1
fqdn_5511,2
fqdn_5512,1
fqdn_5513,2
fqdn_5514,2
fqdn_5515,1
fqdn_5516,1
fqdn_5517,1
fqdn_5518,3
fqdn_5519,2
fqdn_5520,3
fqdn_5521,3
fqdn_5522,1
fqdn_5523,0
fqdn_5524,1
fqdn_5525,1
fqdn_5526,2
fqdn_5527,2
fqdn_5528,2
fqdn_5529,1
fqdn_5530,1
fqdn_5531,2
fqdn_5532,1
fqdn_5533,1
fqdn_5534,2
fqdn_5535,3
fqdn_5536,1
fqdn_5537,3
fqdn_5538,1
fqdn_5539,2
fqdn_5540,1
fqdn_5541,1
fqdn_5542,2
fqdn_5543,2
fqdn_5544,2
fqdn_5545,2
fqdn_5546,2
fqdn_5547,3
fqdn_5548,2
fqdn_5549,1
fqdn_5550,1
fqdn_5551,2
fqdn_5552,3
fqdn_5553,2
fqdn_5554,2
fqdn_5555,1
fqdn_5556,2
fqdn_5557,3
fqdn_5558,4
fqdn_5559,1
fqdn_5560,3
fqdn_5561,2
fqdn_5562,3
fqdn_5563,2
fqdn_5564,2
fqdn_5565,3
fqdn_5566,2
fqdn_5567,1
fqdn_5568,1
fqdn_5569,2
fqdn_5570,2
fqdn_5571,2
fqdn_5572,0
fqdn_5573,2
fqdn_5574,1
fqdn_5575,2
fqdn_5576,1
fqdn_5577,0
fqdn_5578,2
fqdn_5579,2
fqdn_5580,1
fqdn_5581,1
fqdn_5582,1
fqdn_5583,0
fqdn_5584,2
fqdn_5585,2
fqdn_5586,2
fqdn_5587,0
fqdn_5588,2
fqdn_5589,2
fqdn_5590,3
fqdn_5591,2
fqdn_5592,1
fqdn_5593,2
fqdn_5594,1
fqdn_5595,2
fqdn_5596,2
fqdn_5597,2
fqdn_5598,1
fqdn_5599,3
fqdn_5600,1
